nDigis,iEta,iPhi,Depth,Mean TDC time[ns], TDC time RMS[ns], Uncertainty,Adjustment[ns],Adjustment[phase units]
12180,20,4,2,87.10,2.94,0.027,-6.1,-12
12349,20,5,2,86.71,3.36,0.030,-5.7,-11
12641,20,6,2,86.07,3.21,0.029,-5.1,-10
6795,20,3,3,86.96,2.98,0.036,-6.0,-12
7388,20,4,3,85.78,2.84,0.033,-4.8,-10
8935,20,5,3,85.91,3.06,0.032,-4.9,-10
8698,20,6,3,86.18,3.25,0.035,-5.2,-10
2600,20,3,4,85.68,3.07,0.060,-4.7,-9
2338,20,4,4,86.36,3.37,0.070,-5.4,-11
2804,20,5,4,85.36,3.17,0.060,-4.4,-9
2731,20,6,4,84.77,3.30,0.063,-3.8,-8
768,20,3,5,84.74,3.19,0.115,-3.7,-7
1022,20,4,5,84.65,3.20,0.100,-3.6,-7
1131,20,5,5,84.36,3.19,0.095,-3.4,-7
1200,20,6,5,83.90,3.61,0.104,-2.9,-6
213,20,3,6,86.52,5.63,0.385,-5.5,-11
180,20,4,6,87.09,5.91,0.440,-6.1,-12
190,20,5,6,83.89,4.35,0.316,-2.9,-6
230,20,6,6,84.93,5.48,0.361,-3.9,-8
112087,21,3,1,91.50,4.46,0.013,-10.5,-21
112618,21,5,1,90.53,4.28,0.013,-9.5,-19
23190,21,3,2,88.90,2.69,0.018,-7.9,-16
25523,21,5,2,87.09,2.72,0.017,-6.1,-12
14880,21,3,3,87.56,2.68,0.022,-6.6,-13
16239,21,5,3,86.78,2.72,0.021,-5.8,-12
4639,21,3,4,88.20,2.81,0.041,-7.2,-14
5894,21,5,4,86.85,2.80,0.037,-5.9,-12
1631,21,3,5,86.15,3.24,0.080,-5.1,-10
2173,21,5,5,86.02,3.08,0.066,-5.0,-10
293,21,3,6,90.61,5.94,0.347,-9.6,-19
344,21,5,6,85.98,4.25,0.229,-5.0,-10
127421,22,3,1,90.98,3.99,0.011,-10.0,-20
152381,22,5,1,89.63,3.92,0.010,-8.6,-17
33520,22,3,2,88.37,2.51,0.014,-7.4,-15
43825,22,5,2,87.70,2.68,0.013,-6.7,-13
18499,22,3,3,88.87,2.48,0.018,-7.9,-16
26706,22,5,3,88.19,2.63,0.016,-7.2,-14
5939,22,3,4,88.02,2.81,0.036,-7.0,-14
7613,22,5,4,87.25,2.81,0.032,-6.2,-12
3166,22,3,5,86.96,3.17,0.056,-6.0,-12
3795,22,5,5,86.40,3.36,0.055,-5.4,-11
548,22,3,6,87.96,5.13,0.219,-7.0,-14
682,22,5,6,86.56,4.68,0.179,-5.6,-11
191333,23,3,1,91.40,3.61,0.008,-10.4,-21
202102,23,5,1,90.54,3.52,0.008,-9.5,-19
52162,23,3,2,88.70,2.26,0.010,-7.7,-15
62132,23,5,2,88.10,2.39,0.010,-7.1,-14
34076,23,3,3,89.41,2.49,0.013,-8.4,-17
37212,23,5,3,88.10,2.40,0.012,-7.1,-14
12394,23,3,4,88.60,2.70,0.024,-7.6,-15
13217,23,5,4,87.35,2.58,0.022,-6.4,-13
3866,23,3,5,87.44,2.94,0.047,-6.4,-13
4854,23,5,5,85.53,2.85,0.041,-4.5,-9
894,23,3,6,88.68,4.34,0.145,-7.7,-15
1236,23,5,6,86.76,4.31,0.123,-5.8,-12
247645,24,3,1,91.87,3.22,0.006,-10.9,-22
285639,24,5,1,90.87,3.29,0.006,-9.9,-20
72278,24,3,2,89.64,1.91,0.007,-8.6,-17
79873,24,5,2,88.54,2.10,0.007,-7.5,-15
39746,24,3,3,89.74,2.16,0.011,-8.7,-17
46461,24,5,3,88.20,2.18,0.010,-7.2,-14
15310,24,3,4,87.34,2.44,0.020,-6.3,-13
20144,24,5,4,88.47,2.48,0.017,-7.5,-15
6360,24,3,5,87.52,2.72,0.034,-6.5,-13
10252,24,5,5,87.21,2.99,0.030,-6.2,-12
1828,24,3,6,89.60,4.66,0.109,-8.6,-17
1505,24,5,6,87.39,3.77,0.097,-6.4,-13
402639,25,3,1,90.97,2.64,0.004,-10.0,-20
401722,25,5,1,90.99,2.81,0.004,-10.0,-20
107735,25,3,2,88.84,1.90,0.006,-7.8,-16
137254,25,5,2,87.98,1.95,0.005,-7.0,-14
74270,25,3,3,90.10,2.05,0.008,-9.1,-18
75163,25,5,3,88.28,2.09,0.008,-7.3,-15
28820,25,3,4,88.95,2.48,0.015,-8.0,-16
31269,25,5,4,87.63,2.41,0.014,-6.6,-13
9832,25,3,5,88.89,2.95,0.030,-7.9,-16
12695,25,5,5,86.93,2.97,0.026,-5.9,-12
2678,25,3,6,91.38,4.08,0.079,-10.4,-21
3910,25,5,6,88.34,3.94,0.063,-7.3,-15
466139,26,3,1,91.19,2.27,0.003,-10.2,-20
483110,26,5,1,90.11,2.43,0.004,-9.1,-18
99949,26,3,2,90.22,1.62,0.005,-9.2,-18
81435,26,5,2,88.71,1.60,0.006,-7.7,-15
89069,26,3,3,90.07,1.78,0.006,-9.1,-18
110562,26,5,3,89.30,1.80,0.005,-8.3,-17
43442,26,3,4,88.91,1.91,0.009,-7.9,-16
86424,26,5,4,89.32,2.07,0.007,-8.3,-17
46765,26,3,5,89.74,2.34,0.011,-8.7,-17
51341,26,5,5,88.93,2.27,0.010,-7.9,-16
24330,26,3,6,89.44,3.06,0.020,-8.4,-17
30126,26,5,6,88.16,2.95,0.017,-7.2,-14
7792,26,3,7,91.54,4.21,0.048,-10.5,-21
7671,26,5,7,90.63,3.88,0.044,-9.6,-19
367771,27,3,1,89.73,2.06,0.003,-8.7,-17
379441,27,5,1,89.00,2.14,0.003,-8.0,-16
111941,27,3,2,88.95,1.47,0.004,-7.9,-16
61825,27,5,2,88.45,1.58,0.006,-7.4,-15
128768,27,3,3,89.14,1.68,0.005,-8.1,-16
74345,27,5,3,87.80,1.71,0.006,-6.8,-14
62957,27,3,4,89.60,1.98,0.008,-8.6,-17
60499,27,5,4,88.44,1.99,0.008,-7.4,-15
65188,27,3,5,89.59,2.49,0.010,-8.6,-17
66634,27,5,5,87.51,2.41,0.009,-6.5,-13
36691,27,3,6,89.10,3.13,0.016,-8.1,-16
29832,27,5,6,87.72,3.14,0.018,-6.7,-13
10556,27,3,7,91.53,4.12,0.040,-10.5,-21
12662,27,5,7,88.69,4.06,0.036,-7.7,-15
602460,28,3,1,90.08,1.41,0.002,-9.1,-18
716706,28,5,1,89.92,1.68,0.002,-8.9,-18
102231,28,3,2,90.39,1.86,0.006,-9.4,-19
169095,28,5,2,88.67,1.11,0.003,-7.7,-15
108825,28,3,3,90.24,1.97,0.006,-9.2,-18
185291,28,5,3,89.43,1.54,0.004,-8.4,-17
214714,28,3,4,90.16,1.89,0.004,-9.2,-18
393687,28,5,4,90.21,1.96,0.003,-9.2,-18
276216,28,3,5,89.80,2.15,0.004,-8.8,-18
301080,28,5,5,90.45,2.21,0.004,-9.5,-19
336786,28,3,6,89.85,2.53,0.004,-8.8,-18
356423,28,5,6,89.58,2.47,0.004,-8.6,-17
284446,28,3,7,91.68,3.92,0.007,-10.7,-21
197658,28,5,7,89.32,3.09,0.007,-8.3,-17
353535,29,3,1,89.59,1.44,0.002,-8.6,-17
229169,29,5,1,88.73,1.67,0.003,-7.7,-15
24203,29,3,2,90.37,1.79,0.012,-9.4,-19
80675,29,5,2,88.68,1.39,0.005,-7.7,-15
32529,29,3,3,90.88,2.32,0.013,-9.9,-20
69900,29,5,3,87.97,1.92,0.007,-7.0,-14
46658,-29,7,1,87.68,1.78,0.008,-6.7,-13
36643,-29,9,1,87.48,1.23,0.006,-6.5,-13
3136,-29,7,2,93.18,3.42,0.061,-12.2,-24
45135,-29,9,2,87.76,1.50,0.007,-6.8,-14
24549,-29,7,3,87.20,2.12,0.014,-6.2,-12
59924,-29,9,3,88.18,1.95,0.008,-7.2,-14
263252,-28,7,1,88.45,1.75,0.003,-7.4,-15
269320,-28,9,1,87.92,1.39,0.003,-6.9,-14
22827,-28,7,2,91.23,2.09,0.014,-10.2,-20
188878,-28,9,2,87.62,1.28,0.003,-6.6,-13
119749,-28,7,3,87.63,1.95,0.006,-6.6,-13
199913,-28,9,3,87.82,1.63,0.004,-6.8,-14
147776,-28,7,4,89.23,1.94,0.005,-8.2,-16
237961,-28,9,4,88.70,1.94,0.004,-7.7,-15
353086,-28,7,5,88.21,2.18,0.004,-7.2,-14
254532,-28,9,5,88.27,2.31,0.005,-7.3,-15
281797,-28,7,6,87.84,2.60,0.005,-6.8,-14
301305,-28,9,6,88.08,2.65,0.005,-7.1,-14
143816,-28,7,7,87.55,3.03,0.008,-6.5,-13
262996,-28,9,7,90.01,3.92,0.008,-9.0,-18
234602,-27,7,1,87.62,2.20,0.005,-6.6,-13
246255,-27,9,1,90.09,2.01,0.004,-9.1,-18
90957,-27,7,2,86.46,1.58,0.005,-5.5,-11
43342,-27,9,2,89.47,1.42,0.007,-8.5,-17
83929,-27,7,3,86.09,1.67,0.006,-5.1,-10
53707,-27,9,3,87.47,1.57,0.007,-6.5,-13
55367,-27,7,4,87.06,1.88,0.008,-6.1,-12
26512,-27,9,4,88.46,1.75,0.011,-7.5,-15
39978,-27,7,5,85.71,2.35,0.012,-4.7,-9
37292,-27,9,5,87.13,2.39,0.012,-6.1,-12
27178,-27,7,6,85.98,3.08,0.019,-5.0,-10
22861,-27,9,6,87.22,3.08,0.020,-6.2,-12
11187,-27,7,7,87.55,3.99,0.038,-6.6,-13
9206,-27,9,7,89.78,3.83,0.040,-8.8,-18
377435,-26,7,1,88.57,2.34,0.004,-7.6,-15
381330,-26,9,1,89.32,2.22,0.004,-8.3,-17
124331,-26,7,2,87.60,1.73,0.005,-6.6,-13
105893,-26,9,2,88.65,1.68,0.005,-7.7,-15
72065,-26,7,3,87.06,1.77,0.007,-6.1,-12
94161,-26,9,3,88.14,1.83,0.006,-7.1,-14
50041,-26,7,4,87.09,2.03,0.009,-6.1,-12
42435,-26,9,4,88.50,2.12,0.010,-7.5,-15
44341,-26,7,5,87.48,2.44,0.012,-6.5,-13
54358,-26,9,5,87.76,2.47,0.011,-6.8,-14
18758,-26,7,6,86.44,3.02,0.022,-5.4,-11
25349,-26,9,6,87.70,3.08,0.019,-6.7,-13
6733,-26,7,7,88.11,3.90,0.048,-7.1,-14
7461,-26,9,7,89.49,4.24,0.049,-8.5,-17
274904,-25,7,1,88.80,2.81,0.005,-7.8,-16
295324,-25,9,1,89.96,2.73,0.005,-9.0,-18
112986,-25,7,2,86.84,1.96,0.006,-5.8,-12
90310,-25,9,2,89.50,1.84,0.006,-8.5,-17
62181,-25,7,3,87.26,2.22,0.009,-6.3,-13
56403,-25,9,3,87.96,1.99,0.008,-7.0,-14
21683,-25,7,4,87.27,2.50,0.017,-6.3,-13
19573,-25,9,4,87.72,2.37,0.017,-6.7,-13
10326,-25,7,5,85.91,3.02,0.030,-4.9,-10
10664,-25,9,5,87.02,3.06,0.030,-6.0,-12
3125,-25,7,6,87.09,4.18,0.075,-6.1,-12
2258,-25,9,6,89.62,4.00,0.084,-8.6,-17
195160,-24,7,1,88.83,3.19,0.007,-7.8,-16
211546,-24,9,1,90.08,3.17,0.007,-9.1,-18
53365,-24,7,2,87.44,2.05,0.009,-6.4,-13
66299,-24,9,2,88.20,2.12,0.008,-7.2,-14
40714,-24,7,3,87.47,2.16,0.011,-6.5,-13
37840,-24,9,3,88.42,2.17,0.011,-7.4,-15
14396,-24,7,4,86.32,2.57,0.021,-5.3,-11
15189,-24,9,4,86.79,2.63,0.021,-5.8,-12
6212,-24,7,5,85.69,3.08,0.039,-4.7,-9
7433,-24,9,5,86.23,3.11,0.036,-5.2,-10
1442,-24,7,6,85.14,4.00,0.105,-4.1,-8
2045,-24,9,6,87.24,4.60,0.102,-6.2,-12
164060,-23,7,1,89.58,3.65,0.009,-8.6,-17
165857,-23,9,1,90.09,3.56,0.009,-9.1,-18
45574,-23,7,2,86.73,2.46,0.012,-5.7,-11
39350,-23,9,2,88.69,2.22,0.011,-7.7,-15
29390,-23,7,3,85.87,2.40,0.014,-4.9,-10
23867,-23,9,3,89.06,2.30,0.015,-8.1,-16
9215,-23,7,4,86.23,2.61,0.027,-5.2,-10
8450,-23,9,4,87.30,2.58,0.028,-6.3,-13
4382,-23,7,5,84.89,3.09,0.047,-3.9,-8
4044,-23,9,5,85.80,2.89,0.045,-4.8,-10
899,-23,7,6,85.30,4.51,0.150,-4.3,-9
650,-23,9,6,87.38,4.02,0.158,-6.4,-13
133398,-22,7,1,88.85,3.95,0.011,-7.9,-16
113446,-22,9,1,89.99,4.02,0.012,-9.0,-18
30706,-22,7,2,86.27,2.64,0.015,-5.3,-11
27204,-22,9,2,87.32,2.49,0.015,-6.3,-13
18203,-22,7,3,86.87,2.67,0.020,-5.9,-12
22199,-22,9,3,87.05,2.53,0.017,-6.1,-12
7177,-22,7,4,86.55,2.79,0.033,-5.6,-11
5466,-22,9,4,86.33,2.68,0.036,-5.3,-11
2822,-22,7,5,84.68,3.01,0.057,-3.7,-7
2598,-22,9,5,85.62,3.36,0.066,-4.6,-9
566,-22,7,6,85.04,4.19,0.176,-4.0,-8
642,-22,9,6,87.37,4.93,0.194,-6.4,-13
99445,-21,7,1,89.10,4.40,0.014,-8.1,-16
83704,-21,9,1,90.18,4.40,0.015,-9.2,-18
21169,-21,7,2,85.79,2.86,0.020,-4.8,-10
23826,-21,9,2,87.30,2.90,0.019,-6.3,-13
12864,-21,7,3,85.04,2.56,0.023,-4.0,-8
12704,-21,9,3,87.98,2.56,0.023,-7.0,-14
4305,-21,7,4,85.49,2.87,0.044,-4.5,-9
4759,-21,9,4,87.03,2.82,0.041,-6.0,-12
2257,-21,7,5,85.10,3.26,0.069,-4.1,-8
1625,-21,9,5,84.59,3.22,0.080,-3.6,-7
347,-21,7,6,85.90,5.34,0.286,-4.9,-10
260,-21,9,6,87.19,3.85,0.239,-6.2,-12
41271,-20,7,1,87.48,4.89,0.024,-6.5,-13
51196,-20,8,1,88.01,4.85,0.021,-7.0,-14
40586,-20,9,1,89.35,4.82,0.024,-8.3,-17
44052,-20,10,1,88.39,4.98,0.024,-7.4,-15
13811,-20,7,2,85.10,3.37,0.029,-4.1,-8
14654,-20,8,2,84.60,3.26,0.027,-3.6,-7
12874,-20,9,2,85.78,3.14,0.028,-4.8,-10
8407,-20,10,2,85.69,2.92,0.032,-4.7,-9
6849,-20,7,3,83.58,2.96,0.036,-2.6,-5
8088,-20,8,3,84.14,3.08,0.034,-3.1,-6
7522,-20,9,3,86.03,3.07,0.035,-5.0,-10
8555,-20,10,3,85.04,2.97,0.032,-4.0,-8
2423,-20,7,4,83.83,3.01,0.061,-2.8,-6
2057,-20,8,4,83.61,2.90,0.064,-2.6,-5
2496,-20,9,4,85.04,3.01,0.060,-4.0,-8
2743,-20,10,4,84.38,3.19,0.061,-3.4,-7
1208,-20,7,5,81.90,3.41,0.098,-0.9,-2
1178,-20,8,5,84.03,3.11,0.091,-3.0,-6
970,-20,9,5,82.69,3.11,0.100,-1.7,-3
904,-20,10,5,83.86,3.50,0.116,-2.9,-6
170,-20,7,6,83.39,5.15,0.395,-2.4,-5
177,-20,8,6,83.63,5.15,0.387,-2.6,-5
160,-20,9,6,88.25,7.34,0.580,-7.2,-14
242,-20,10,6,86.21,6.67,0.429,-5.2,-10
38962,-19,7,1,87.84,5.20,0.026,-6.8,-14
38886,-19,8,1,88.47,5.25,0.027,-7.5,-15
37204,-19,9,1,88.92,5.17,0.027,-7.9,-16
35626,-19,10,1,89.36,5.30,0.028,-8.4,-17
10409,-19,7,2,84.80,3.49,0.034,-3.8,-8
7671,-19,8,2,84.18,3.40,0.039,-3.2,-6
8413,-19,9,2,86.14,3.25,0.035,-5.1,-10
8107,-19,10,2,85.46,3.44,0.038,-4.5,-9
4947,-19,7,3,84.16,3.10,0.044,-3.2,-6
6673,-19,8,3,83.88,3.08,0.038,-2.9,-6
5300,-19,9,3,84.74,3.08,0.042,-3.7,-7
6337,-19,10,3,84.96,3.17,0.040,-4.0,-8
1974,-19,7,4,83.73,3.10,0.070,-2.7,-5
1780,-19,8,4,84.51,3.59,0.085,-3.5,-7
1883,-19,9,4,84.78,3.20,0.074,-3.8,-8
1816,-19,10,4,84.68,2.78,0.065,-3.7,-7
675,-19,7,5,81.49,3.22,0.124,-0.5,-1
736,-19,8,5,82.56,3.24,0.120,-1.6,-3
729,-19,9,5,83.17,3.42,0.127,-2.2,-4
662,-19,10,5,82.71,3.00,0.117,-1.7,-3
141,-19,7,6,82.44,5.78,0.487,-1.4,-3
108,-19,8,6,82.92,7.19,0.692,-1.9,-4
138,-19,9,6,86.05,6.67,0.568,-5.1,-10
173,-19,10,6,85.47,7.20,0.547,-4.5,-9
11065,-18,7,2,85.58,4.03,0.038,-4.6,-9
11581,-18,8,2,84.85,4.08,0.038,-3.9,-8
14439,-18,9,2,86.94,4.15,0.034,-5.9,-12
10299,-18,10,2,86.12,4.18,0.041,-5.1,-10
7582,-18,7,3,83.52,3.42,0.039,-2.5,-5
7647,-18,8,3,83.72,3.29,0.038,-2.7,-5
7521,-18,9,3,84.58,3.28,0.038,-3.6,-7
6328,-18,10,3,84.23,3.37,0.042,-3.2,-6
1442,-18,7,4,83.27,3.85,0.101,-2.3,-5
1311,-18,8,4,83.12,3.22,0.089,-2.1,-4
1222,-18,9,4,83.56,3.43,0.098,-2.6,-5
1086,-18,10,4,84.28,3.05,0.093,-3.3,-7
605,-18,7,5,82.37,4.40,0.179,-1.4,-3
507,-18,8,5,82.55,3.59,0.159,-1.5,-3
616,-18,9,5,83.64,3.55,0.143,-2.6,-5
396,-18,10,5,83.49,3.41,0.171,-2.5,-5
8720,-17,7,2,86.05,4.28,0.046,-5.0,-10
8890,-17,8,2,84.89,4.34,0.046,-3.9,-8
12908,-17,9,2,88.49,4.23,0.037,-7.5,-15
9147,-17,10,2,86.17,4.51,0.047,-5.2,-10
1149,-17,7,3,83.98,4.01,0.118,-3.0,-6
1277,-17,8,3,83.61,3.58,0.100,-2.6,-5
1174,-17,9,3,84.90,3.64,0.106,-3.9,-8
1059,-17,10,3,84.50,3.70,0.114,-3.5,-7
1919,-16,7,4,87.03,5.11,0.117,-6.0,-12
1859,-16,8,4,85.59,5.06,0.117,-4.6,-9
3652,-16,9,4,89.30,5.34,0.088,-8.3,-17
2274,-16,10,4,86.14,4.99,0.105,-5.1,-10
2289,16,7,4,87.73,5.13,0.107,-6.7,-13
2807,16,8,4,87.59,5.15,0.097,-6.6,-13
2698,16,9,4,87.49,5.26,0.101,-6.5,-13
2566,16,10,4,86.79,5.32,0.105,-5.8,-12
10233,17,7,2,87.66,4.40,0.043,-6.7,-13
9504,17,8,2,86.75,4.23,0.043,-5.7,-11
10719,17,9,2,86.07,4.42,0.043,-5.1,-10
7730,17,10,2,86.35,4.24,0.048,-5.4,-11
1390,17,7,3,86.45,4.11,0.110,-5.4,-11
1479,17,8,3,85.64,4.28,0.111,-4.6,-9
1593,17,9,3,84.08,3.89,0.098,-3.1,-6
1402,17,10,3,84.43,4.00,0.107,-3.4,-7
11362,18,7,2,86.67,4.25,0.040,-5.7,-11
13502,18,8,2,86.24,4.09,0.035,-5.2,-10
18123,18,9,2,85.68,4.26,0.032,-4.7,-9
18516,18,10,2,85.78,4.32,0.032,-4.8,-10
6117,18,7,3,84.50,3.22,0.041,-3.5,-7
5573,18,8,3,84.99,3.52,0.047,-4.0,-8
8669,18,9,3,83.65,3.38,0.036,-2.6,-5
7818,18,10,3,83.77,3.40,0.038,-2.8,-6
1032,18,7,4,84.26,3.41,0.106,-3.3,-7
1000,18,8,4,83.20,3.19,0.101,-2.2,-4
1663,18,9,4,83.47,3.44,0.084,-2.5,-5
1287,18,10,4,83.08,3.57,0.100,-2.1,-4
486,18,7,5,84.51,3.64,0.165,-3.5,-7
456,18,8,5,83.70,3.92,0.184,-2.7,-5
853,18,9,5,83.95,3.87,0.133,-3.0,-6
651,18,10,5,82.69,3.63,0.142,-1.7,-3
42024,19,7,1,89.68,5.20,0.025,-8.7,-17
36941,19,8,1,89.84,5.36,0.028,-8.8,-18
47818,19,9,1,88.06,5.09,0.023,-7.1,-14
41787,19,10,1,88.19,5.17,0.025,-7.2,-14
10032,19,7,2,86.05,3.36,0.034,-5.1,-10
8231,19,8,2,85.37,3.44,0.038,-4.4,-9
10183,19,9,2,84.62,3.48,0.035,-3.6,-7
7761,19,10,2,84.40,3.28,0.037,-3.4,-7
4306,19,7,3,85.51,3.21,0.049,-4.5,-9
5945,19,8,3,84.88,3.08,0.040,-3.9,-8
6084,19,9,3,85.18,3.18,0.041,-4.2,-8
7444,19,10,3,84.63,3.18,0.037,-3.6,-7
2027,19,7,4,83.95,3.45,0.077,-3.0,-6
1761,19,8,4,85.02,3.29,0.078,-4.0,-8
2498,19,9,4,84.79,3.08,0.062,-3.8,-8
2038,19,10,4,83.70,3.48,0.077,-2.7,-5
550,19,7,5,82.95,3.35,0.143,-1.9,-4
651,19,8,5,82.99,3.51,0.138,-2.0,-4
733,19,9,5,81.77,3.21,0.119,-0.8,-2
734,19,10,5,81.43,3.44,0.127,-0.4,-1
143,19,7,6,84.65,6.12,0.512,-3.7,-7
121,19,8,6,86.50,7.52,0.683,-5.5,-11
160,19,9,6,83.68,7.36,0.582,-2.7,-5
165,19,10,6,83.15,6.40,0.498,-2.2,-4
51134,20,7,1,89.38,4.81,0.021,-8.4,-17
45640,20,8,1,88.80,4.93,0.023,-7.8,-16
56320,20,9,1,88.93,4.84,0.020,-7.9,-16
48773,20,10,1,88.21,4.93,0.022,-7.2,-14
11326,20,7,2,86.24,3.18,0.030,-5.2,-10
11589,20,8,2,86.48,3.04,0.028,-5.5,-11
10844,20,9,2,85.71,3.16,0.030,-4.7,-9
13118,20,10,2,85.34,3.19,0.028,-4.3,-9
6276,20,7,3,86.30,3.12,0.039,-5.3,-11
7074,20,8,3,84.81,2.97,0.035,-3.8,-8
8365,20,9,3,83.78,3.01,0.033,-2.8,-6
9277,20,10,3,84.33,3.10,0.032,-3.3,-7
2203,20,7,4,85.15,3.20,0.068,-4.1,-8
1828,20,8,4,84.91,2.92,0.068,-3.9,-8
2392,20,9,4,84.35,2.91,0.060,-3.3,-7
2238,20,10,4,83.68,3.30,0.070,-2.7,-5
869,20,7,5,84.19,3.91,0.133,-3.2,-6
717,20,8,5,83.81,3.47,0.129,-2.8,-6
972,20,9,5,83.20,3.50,0.112,-2.2,-4
1341,20,10,5,83.06,3.31,0.090,-2.1,-4
159,20,7,6,85.50,6.42,0.509,-4.5,-9
160,20,8,6,86.44,6.29,0.497,-5.4,-11
205,20,9,6,83.07,4.81,0.336,-2.1,-4
187,20,10,6,83.41,4.64,0.340,-2.4,-5
107879,21,7,1,90.15,4.35,0.013,-9.2,-18
124224,21,9,1,89.62,4.36,0.012,-8.6,-17
24506,21,7,2,87.20,2.70,0.017,-6.2,-12
25657,21,9,2,86.11,2.74,0.017,-5.1,-10
11039,21,7,3,86.83,2.64,0.025,-5.8,-12
14864,21,9,3,86.51,2.87,0.024,-5.5,-11
4488,21,7,4,87.04,3.11,0.046,-6.0,-12
5192,21,9,4,85.60,2.75,0.038,-4.6,-9
1486,21,7,5,84.85,3.32,0.086,-3.9,-8
1899,21,9,5,85.11,3.23,0.074,-4.1,-8
392,21,7,6,89.14,5.33,0.269,-8.1,-16
346,21,9,6,85.72,4.99,0.268,-4.7,-9
155641,22,7,1,90.04,3.93,0.010,-9.0,-18
135006,22,9,1,88.52,3.91,0.011,-7.5,-15
31066,22,7,2,87.36,2.54,0.014,-6.4,-13
28604,22,9,2,85.91,2.48,0.015,-4.9,-10
15738,22,7,3,87.92,2.46,0.020,-6.9,-14
25739,22,9,3,86.15,2.53,0.016,-5.2,-10
5267,22,7,4,86.67,2.65,0.037,-5.7,-11
6270,22,9,4,85.29,2.70,0.034,-4.3,-9
2751,22,7,5,86.28,3.09,0.059,-5.3,-11
3311,22,9,5,84.90,3.07,0.053,-3.9,-8
608,22,7,6,87.48,5.02,0.204,-6.5,-13
473,22,9,6,85.81,5.07,0.233,-4.8,-10
195061,23,7,1,90.35,3.58,0.008,-9.3,-19
205019,23,9,1,89.84,3.56,0.008,-8.8,-18
51809,23,7,2,87.79,2.32,0.010,-6.8,-14
52460,23,9,2,86.86,2.34,0.010,-5.9,-12
27113,23,7,3,87.85,2.33,0.014,-6.9,-14
31094,23,9,3,86.86,2.35,0.013,-5.9,-12
11830,23,7,4,87.50,2.64,0.024,-6.5,-13
11235,23,9,4,86.10,2.56,0.024,-5.1,-10
3994,23,7,5,85.78,3.14,0.050,-4.8,-10
5258,23,9,5,85.33,3.05,0.042,-4.3,-9
1056,23,7,6,87.73,4.49,0.138,-6.7,-13
1106,23,9,6,86.08,3.78,0.114,-5.1,-10
234789,24,7,1,90.76,3.25,0.007,-9.8,-20
241770,24,9,1,89.05,3.21,0.007,-8.1,-16
66257,24,7,2,88.72,2.05,0.008,-7.7,-15
66204,24,9,2,86.79,2.04,0.008,-5.8,-12
34528,24,7,3,89.25,2.11,0.011,-8.2,-16
44984,24,9,3,87.01,2.22,0.010,-6.0,-12
12876,24,7,4,87.46,2.45,0.022,-6.5,-13
13739,24,9,4,86.98,2.47,0.021,-6.0,-12
6468,24,7,5,86.21,3.01,0.037,-5.2,-10
8722,24,9,5,85.35,3.09,0.033,-4.4,-9
1553,24,7,6,87.01,4.29,0.109,-6.0,-12
1083,24,9,6,86.13,3.93,0.119,-5.1,-10
306373,25,7,1,90.52,2.79,0.005,-9.5,-19
352123,25,9,1,89.17,2.72,0.005,-8.2,-16
96344,25,7,2,88.43,1.97,0.006,-7.4,-15
118123,25,9,2,87.44,1.91,0.006,-6.4,-13
50335,25,7,3,88.65,2.05,0.009,-7.6,-15
71762,25,9,3,88.04,2.14,0.008,-7.0,-14
25490,25,7,4,87.21,2.49,0.016,-6.2,-12
23874,25,9,4,86.83,2.40,0.016,-5.8,-12
10780,25,7,5,87.65,2.90,0.028,-6.7,-13
16527,25,9,5,86.04,2.99,0.023,-5.0,-10
3101,25,7,6,90.22,4.05,0.073,-9.2,-18
2937,25,9,6,87.86,3.84,0.071,-6.9,-14
495598,26,7,1,89.74,2.12,0.003,-8.7,-17
490299,26,9,1,89.43,2.53,0.004,-8.4,-17
99367,26,7,2,89.54,1.71,0.005,-8.5,-17
94516,26,9,2,87.13,1.62,0.005,-6.1,-12
80257,26,7,3,88.42,1.71,0.006,-7.4,-15
95484,26,9,3,87.61,1.85,0.006,-6.6,-13
42911,26,7,4,88.44,1.96,0.009,-7.4,-15
62079,26,9,4,88.01,2.07,0.008,-7.0,-14
46666,26,7,5,88.72,2.46,0.011,-7.7,-15
48556,26,9,5,87.52,2.42,0.011,-6.5,-13
25483,26,7,6,87.60,3.13,0.020,-6.6,-13
25062,26,9,6,86.50,2.98,0.019,-5.5,-11
6085,26,7,7,89.52,4.09,0.052,-8.5,-17
5188,26,9,7,88.12,3.76,0.052,-7.1,-14
335120,27,7,1,89.20,2.19,0.004,-8.2,-16
350015,27,9,1,88.14,2.07,0.004,-7.1,-14
58079,27,7,2,88.09,1.42,0.006,-7.1,-14
104590,27,9,2,87.26,1.50,0.005,-6.3,-13
90683,27,7,3,88.42,1.69,0.006,-7.4,-15
86359,27,9,3,87.18,1.65,0.006,-6.2,-12
52785,27,7,4,88.93,1.93,0.008,-7.9,-16
70336,27,9,4,87.55,2.00,0.008,-6.6,-13
58996,27,7,5,87.97,2.45,0.010,-7.0,-14
68791,27,9,5,87.60,2.42,0.009,-6.6,-13
36828,27,7,6,88.80,3.28,0.017,-7.8,-16
34083,27,9,6,87.54,3.05,0.017,-6.5,-13
11184,27,7,7,90.13,4.09,0.039,-9.1,-18
7910,27,9,7,88.51,3.89,0.044,-7.5,-15
578357,28,7,1,88.96,1.48,0.002,-8.0,-16
